Epoch,Train_Loss,Val_Accuracy
1,2.199688036147862,0.2109553962945938
2,2.156473832587673,0.23312100768089294
3,2.09301816274042,0.264203816652298
4,1.9231511272796213,0.3049681484699249
5,1.832632107277439,0.35363054275512695
6,1.6918147377771875,0.47133755683898926
7,1.5518014006418726,0.5016559958457947
8,1.494069997578451,0.5235668420791626
9,1.3499083780262568,0.5951592326164246
10,1.272797166484676,0.6096814870834351
11,1.1777325917596686,0.6639490127563477
12,1.099745462202046,0.685095489025116
13,1.04890025151919,0.6810190677642822
14,1.025004119089205,0.6932483911514282
15,1.0020233384550434,0.7092993259429932
16,0.9203653351901329,0.709808886051178
17,0.8914983517503086,0.7049680948257446
18,0.8838904230561975,0.7141401171684265
19,0.8066478289969979,0.7149044275283813
20,0.79741302336732,0.7564330697059631
21,0.7726043858756758,0.7261146306991577
22,0.7472990481820825,0.7256050705909729
23,0.6965422736455317,0.7668789625167847
24,0.662852406093519,0.7989808320999146
25,0.6686222839028868,0.7803820967674255
26,0.6268796851373699,0.7775796055793762
27,0.642718933216513,0.771974503993988
28,0.6249749513521586,0.7839490175247192
29,0.5978922231556618,0.7699362635612488
30,0.5941971491460931,0.7577069401741028
31,0.5762336666453375,0.8012738227844238
32,0.5352449474269396,0.7982165217399597
33,0.5547772596960199,0.8035668134689331
34,0.5252189728086942,0.7877706289291382
35,0.4917071326954724,0.7999999523162842
36,0.5223152045517752,0.7921018600463867
37,0.5220012138151142,0.7635668516159058
38,0.5086479121691561,0.8224203586578369
39,0.4611663373365794,0.8089171648025513
40,0.4736984988597974,0.8094267249107361
41,0.4788823633977812,0.7969426512718201
42,0.4479290975691521,0.800254762172699
43,0.46672003277360574,0.7928661704063416
44,0.42787390559503474,0.7933757305145264
45,0.4463262251795155,0.7954139709472656
46,0.43683713470419794,0.8017833828926086
47,0.4316960954911088,0.8188534379005432
48,0.41304278618668855,0.800764262676239
49,0.39901955486976937,0.8173248171806335
50,0.419469637209422,0.800764262676239
51,0.3909741748277455,0.8221655488014221
52,0.3898621777149096,0.8114649057388306
53,0.40663122355121456,0.8170700073242188
54,0.3775288672888116,0.8150318264961243
55,0.3794945125302223,0.8071337342262268
56,0.35639596944802426,0.8163056969642639
57,0.3374858274035258,0.8165604472160339
58,0.34548567888671405,0.7890445590019226
59,0.34578990038127116,0.8140127062797546
60,0.3476379638257092,0.8216559886932373
61,0.342340860260676,0.8109553456306458
62,0.3286683869688478,0.8168152570724487
63,0.32916136820838876,0.8226751089096069
64,0.3400984004344026,0.8221655488014221
65,0.3749872050056719,0.8188534379005432
66,0.3570552302958214,0.7778343558311462
67,0.32536582832467065,0.8124840259552002
68,0.31452857468226186,0.8140127062797546
69,0.34161315021449573,0.8163056969642639
70,0.3282138805275094,0.7793630361557007
71,0.3128167513298662,0.8112101554870605
72,0.32083560597814925,0.8147770166397095
73,0.316029670303815,0.8030572533607483
74,0.31976608237991594,0.8145222663879395
75,0.29391068056838154,0.8145222663879395
76,0.34720939826475433,0.8091719150543213
77,0.3282481072700187,0.8056050539016724
78,0.32896479964256287,0.825222909450531
79,0.3083542598641082,0.8033120632171631
80,0.2726788362615729,0.8242037892341614
81,0.27069257158939153,0.8333757519721985
82,0.26871482272670694,0.8399999737739563
83,0.27260519482501566,0.812738835811615
84,0.27106275001209074,0.8122292757034302
85,0.2898470200087926,0.8234394192695618
86,0.2910974593195197,0.8239489793777466
87,0.2862717052028604,0.831847071647644
88,0.2826988015272846,0.8239489793777466
89,0.28987626098606684,0.8178343772888184
90,0.2690252681096939,0.8145222663879395
91,0.2869789792250281,0.8242037892341614
92,0.2753768731674103,0.8259872198104858
93,0.24509751531359267,0.8175795674324036
94,0.27080861162649444,0.8185986876487732
95,0.30778256303643525,0.8089171648025513
96,0.2946646505430953,0.8157961368560791
97,0.30664576161397644,0.8224203586578369
98,0.2693374312087281,0.8298088908195496
99,0.2551441352865467,0.8214012384414673
100,0.2623068229996995,0.8262419700622559
